Sample	tumor	normal	tumor	normal	tumor	normal	tumor	normal	tumor	normal	tumor	normal	tumor	normal	tumor	normal	tumor	normal	tumor	normal	tumor	normal	tumor	normal	tumor	tumor	tumor	tumor	tumor	tumor	tumor	tumor	tumor	tumor	tumor	tumor	tumor	tumor	normal	tumor	tumor	normal	normal	tumor	tumor	tumor	tumor	normal	tumor	normal	normal	tumor	tumor	normal	normal	tumor	tumor	tumor	tumor	normal	tumor	normal
1219	0.984822344	0.711627736	-0.933243265	-0.621518218	-0.167686083	-1.916098928	0.551026001	-4.97E-02	0.118356401	-0.113993336	2.413563213	0.856370937	0.052243041	-0.860138617	-0.771672579	-2.02902116	-0.655558573	-0.536964653	-0.335711574	-1.075951574	0.267567197	0.975167296	-1.495016898	-2.627707073	-0.32036842	-4.29E-02	-0.605095452	1.042333766	1.283621319	1.212023494	0.584383964	-0.067522959	-0.641241813	0.823165335	-0.42689321	-0.782661624	0.64450995	-1.414619108	-1.067819369	0.506250535	-0.65856544	1.076874574	-9.34E-02	1.513068757	1.379820379	1.16297342	1.863350587	1.479626449	0.715689363	-2.10E-02	-0.226587041	1.32029148	-0.388705387	0.104346487	0.457688351	-0.869173822	-0.939838551	-0.4902652	-0.891461804	0.630075842	-0.852427721	0.25973112
1220	0.625247862	0.852167162	0.471870139	0.87882977	-0.442267151	-0.658338944	0.417089895	-0.722473259	1.636946963	0.487804746	0.376964065	1.18529092	-0.231563751	-0.512135488	0.537443671	-0.181888134	-0.990058494	-1.124209794	-1.41E-02	-0.607109732	0.518315681	0.683270532	-1.191302852	-1.835104262	0.537388624	0.263682881	4.70E-02	1.15280099	1.799292035	1.094692747	1.383963664	-1.068407066	-0.872146597	1.07224148	-0.261664977	-0.78098353	1.955210258	-0.621934962	-1.343937511	-0.813225274	-0.305935241	-1.183672028	0.799904415	0.811503615	1.334579365	0.784267875	1.207241758	0.770217379	-0.520880686	0.219305298	0.109571499	-0.605272069	0.204644834	0.847590495	-1.964662223	-1.237376647	1.000381819	-0.134711253	-0.799378936	-0.898381338	-1.464144999	-2.679486679
1221	-0.511347219	-0.775615783	2.657210086	-1.057216432	-4.70E-04	-0.928621	-0.855397627	-1.311107936	0.943412603	1.310375268	1.191855558	-0.740421635	8.45E-02	-0.87807206	0.610517654	-1.387351756	-0.735676303	-1.407123409	0.39413737	-0.592937482	-0.123833873	-0.241855949	-0.697305016	-2.65110464	1.026421893	-1.238633441	-1.19587899	0.528583022	-0.238899939	-0.13698478	-0.359078636	-0.492768786	0.255212154	0.92112697	-7.31E-02	0.265788989	-7.05E-02	0.287695525	-0.14534926	0.548706782	-0.230270949	0.138461203	0.164986065	0.986611229	0.731078847	2.031775598	1.9158387	-2.97E-02	-1.037867522	-0.297547725	-0.256154129	1.352277419	0.223518719	0.223461172	0.718922524	-0.328747079	3.094359484	-0.757116343	0.523732321	-0.468790589	-0.355481324	-0.52224596
1222	-3.17E-02	-6.45E-02	-0.130019727	-0.674805008	-0.305972374	-0.577541196	-0.366587405	-0.11118559	-0.50514413	0.946802312	2.155244967	0.236677869	-0.126697127	-1.241842068	6.89E-02	-1.34741534	-2.305900882	-2.2081164	-1.113845597	-8.91E-02	0.465528836	0.688425329	-1.141820144	-1.822682971	0.158566205	-0.255709032	-0.203699106	0.296898707	1.765360777	0.491412484	1.409059382	0.124975742	-3.10E-03	0.567896501	-0.493889545	-0.618393717	1.339740709	-0.500353147	-0.319794937	-5.69E-02	-1.971024406	6.40E-02	1.125988853	1.219397568	1.99030712	1.46851999	1.538902185	1.599909028	0.358993068	0.502859594	0.402028879	-0.434673209	-1.560085852	1.022434932	0.374056815	-9.80E-03	-0.768731266	-0.668484762	0.298221126	0.528602267	-1.343987756	0.163768928
1223	0.748021058	0.854812398	-1.483443267	-0.464408374	-0.825201702	-1.705504825	-0.542876402	-0.966982318	0.764565581	-0.964422674	1.687868056	0.832295311	-0.586016881	-1.688065682	2.24E-02	-2.321149738	-0.309636674	-0.866898905	0.169271501	-1.211016298	0.641312439	0.210263052	-1.782730335	-2.547412859	-0.509301483	0.758879259	0.294625058	0.571610709	0.991634963	1.010696311	0.261690962	0.665466271	4.57E-02	0.403205747	1.012218086	-4.73E-02	-0.153492237	-0.268535515	-1.394009454	1.240827121	-0.872915068	0.205136189	1.771288868	1.854900163	1.093986647	2.056343167	0.953276656	0.166453805	0.33888156	0.174567969	-6.04E-02	0.698411726	-0.318464319	-0.679711859	0.669257337	-0.322585516	-0.651476228	-1.037219744	0.829322661	0.302136281	3.67E-02	0.243172664
1224	0.354847878	0.815233242	-0.90564496	-0.829141181	-0.944339504	-0.792344943	0.376942597	-0.579559067	0.458787739	-0.803144383	1.301877572	0.802973572	-0.520336783	-1.617189148	-0.122036645	-1.660420194	-0.987533788	-1.071632108	-0.970120504	-1.043491879	1.0619665	0.351960659	-1.561641748	-3.397128667	-0.131441529	3.89E-02	-5.38E-02	0.787702308	1.49612334	1.729120802	0.733640987	0.539593172	0.330698855	0.469942781	0.221267454	-2.88E-02	0.556197238	-0.548616212	-1.464485448	0.40106785	-1.513684541	0.594731719	1.642793407	2.044614676	1.549388041	1.999157537	0.558491062	0.451452339	0.122732794	-9.12E-02	3.88E-02	0.585939963	-0.43324998	-0.578695031	0.124824096	-8.56E-02	-0.357209247	-0.627477613	-0.111288897	0.522512592	0.481491992	0.285542056
1225	-0.348731274	0.471267651	0.275755145	-0.442614321	-0.338358752	-0.513924233	-1.22E-02	-0.329953274	-1.096483927	1.559888078	2.08840123	0.970888034	-0.751886647	-1.603681229	4.98E-02	-1.096755212	-1.930214513	-2.412928174	-2.738162004	1.95E-02	0.400176945	1.024596363	-0.153262391	-0.911526879	-0.546993904	-4.31E-02	-0.195063091	0.618213302	1.787955156	0.958620458	1.373002661	-0.206583852	-0.116450443	0.816529679	-1.196961109	-0.625198867	1.093946828	-0.562974663	-0.174318693	-7.93E-02	-1.41878042	0.314172358	-0.344725684	0.875999231	2.095575909	1.265566322	1.6642751	1.168725877	0.111955761	-0.519935097	-0.214220413	0.845343985	-0.595977787	0.539851681	0.179053145	0.178169537	-0.521159483	-1.094947398	0.508551785	0.178260183	-0.15196109	-0.144766296
1226	-0.353126233	-0.761259716	0.289833096	1.224346538	-1.038366006	-1.211234243	0.707566804	1.94E-02	-1.180397418	-0.87330344	-0.388726074	0.410686438	0.180074906	0.490694556	0.933408125	-2.58E-02	-1.589462311	-1.807972378	-0.377097855	-2.324107237	-6.14E-03	0.276701212	-2.807451739	-2.497122595	1.264478038	-0.277721293	0.286472506	1.275154612	1.056182034	2.322376007	1.599574824	-1.657246372	-0.352800357	-0.321418276	-3.21E-03	0.727738995	-0.387239195	0.1638216	-0.381529833	0.11335476	0.713266009	0.304210256	0.310526288	0.226695542	1.225446278	0.505207602	-0.04358398	-0.282830931	0.176596522	0.832951189	-0.143168997	-0.121558372	1.757262529	1.120564648	-0.325065995	0.183350477	6.33E-02	-0.5126156	0.143453753	0.33307178	1.318312159	-0.50451881
1227	-0.844863754	-0.921035505	-2.398644113	-1.390200194	-0.051349489	-0.911242701	-0.498440899	-1.345976407	0.366222458	-0.351688178	0.908491367	-0.552856376	-0.46544617	-1.535419207	-0.14159708	-1.241107999	-0.742985547	-1.095241032	-0.180463885	-1.214409072	-0.665804779	-1.184267537	0.912131251	-2.553991512	0.312142517	4.46E-02	-0.188799787	1.136225875	0.100424487	0.60247585	5.52E-02	0.156738444	0.435660144	0.736391363	-0.1279174	1.529338941	-0.402472296	1.201684028	-0.231850842	0.298580391	-0.562113164	0.496419211	0.652512847	1.912988201	0.831806459	2.493911133	1.564557308	0.246256805	-0.371712714	0.252912959	0.700374426	1.878386329	0.465854288	7.49E-02	0.657909257	0.282230232	-0.132416497	-0.629100601	1.864436439	-0.954463476	0.615041406	0.101018759
1228	0.634945799	0.687127605	-1.678698572	-0.536313702	-2.164366101	-1.959745515	-0.896091374	-1.092998609	0.242895125	-0.718543905	0.830046671	0.902919439	-0.142237921	-4.73E-02	-0.354053043	-0.155710653	-0.523874633	-0.557477137	-0.909844195	-0.96134765	0.175741945	0.551642507	-1.350153427	-2.935634624	-0.322717411	-0.148028813	-0.214597775	0.193825144	1.00445834	1.163520316	0.88531892	-0.117693208	-0.297522699	0.181865655	6.82E-02	-1.054442174	0.580973861	-1.647323627	-0.449329389	0.765158514	-0.913743222	0.885561893	1.861148011	2.257092469	1.698408679	1.63795871	9.39E-02	0.65263505	0.31776104	1.031503482	0.262037663	1.804702601	9.74E-02	-0.769750438	0.537742168	-3.18E-02	-0.45579806	0.170149818	0.421027313	0.462503682	-0.292363222	0.639424819
1229	-0.548245516	-6.59E-02	-0.613370358	-0.414098428	-0.356557631	-0.776091921	-0.511634985	4.45E-02	-1.193720556	1.172002195	1.816530544	-1.37E-02	5.31E-02	-0.759117872	0.228193015	-1.583391509	-1.852649347	-1.402999605	-1.900868821	-0.475976387	0.59413071	1.332829287	-1.847945523	-2.176391483	-0.796328146	-0.265281728	1.51E-02	0.347159449	1.502235892	0.692363355	1.169950319	-0.222006774	0.119536083	0.470231563	-0.359210086	-0.55019213	0.762439954	-0.339453538	-0.518917658	0.444701706	-1.520356528	0.165863681	1.723859973	1.041126867	1.808381487	1.606866291	1.835753063	1.405963254	0.572001499	-0.520214317	0.356994349	0.649432669	-0.181058681	0.941866243	0.438058176	-0.366883744	-0.528325175	-1.653928132	-7.78E-02	0.702298504	0.269749442	0.109388988
1230	0.66410413	0.968098621	1.77E-03	-0.484121621	-1.217167777	-2.686732366	0.106388047	-0.154359455	-5.47E-02	0.201028227	1.063763211	1.020821954	-1.131738727	-0.665473957	-0.550999184	-0.527671745	-0.261594905	-0.449499008	-1.573290294	-0.936155106	1.102285186	1.450027828	-3.020577989	-1.982576236	0.314508192	-4.94E-02	0.775107695	-0.390190963	0.205288702	1.820659325	1.499115236	0.407051177	-0.298893935	0.547668298	0.557005355	0.41594318	-1.591555885	-0.576945876	0.111734218	0.811285994	-1.186560053	-0.353287065	0.954355612	1.83725067	0.592204808	0.490147194	0.416322701	-0.652965841	0.395213526	0.81257584	1.149765307	1.483659973	0.482908814	-0.66750445	0.217945238	-0.718523859	-1.023933166	-0.822128872	1.89E-02	0.793021772	-5.13E-02	0.391893512
1231	-0.499725639	0.409617068	-1.416252454	-0.594437529	-1.472219594	0.704456999	-0.857364523	-0.656311282	0.530477102	0.457985977	0.876326158	0.712597874	-0.616820331	-5.55E-02	-0.112936444	-2.251011423	-1.638862838	-0.375908922	-0.91906681	0.824901063	1.31E-02	0.592516941	-0.799455301	-1.556247349	-0.268449973	-1.098419904	-1.178688362	-0.435839949	-3.13E-03	6.29E-02	0.929035562	6.09E-02	-0.928695426	0.818991777	-0.95251663	0.189856591	-0.634464589	0.167745846	0.542052147	-0.151076936	-1.312262459	1.366420297	2.11684356	1.577210398	1.436524849	1.77851081	1.650608338	1.569673401	-4.29E-02	0.639774409	6.31E-02	1.3334945	-7.20E-03	1.412190442	0.144300983	0.803145871	-1.693061155	-1.625365163	-0.307126178	0.641477812	-0.532878677	0.567480367
1232	0.337195613	1.182070369	-1.02599361	0.860655256	-1.083063199	-1.799086783	-0.189885543	-1.395506661	1.472806126	-0.360552198	-1.268535315	0.597729569	-0.203789707	2.08E-02	0.273055935	0.944144048	-1.387998266	-0.477439777	-0.24772212	-1.173321614	8.26E-02	1.190183766	-0.99561659	-1.777254164	0.846270517	-0.285091404	-0.119782304	1.402347556	1.846973443	1.066032592	1.292142257	-1.3545388	-0.248639459	0.406299555	0.33711026	-0.51920794	0.843889824	-0.63348974	3.67E-02	0.31275606	0.150390752	-0.407090331	1.530983944	-0.341838601	2.127727482	0.293675809	1.65080158	1.352917582	-1.603621603	-0.923951552	-0.970211018	-2.38E-02	-0.158852593	1.143718735	-1.292732065	-1.729893374	0.37661293	-0.495970807	0.969309134	0.4860071	-0.363386499	-0.576079086
1233	-0.355876528	-0.283805656	-1.51631239	-2.117737908	-6.47E-02	-0.514377008	-0.219072327	-0.727130071	0.502962405	0.661551134	1.20619379	-0.165672093	0.249983069	-0.334983465	0.302613107	-1.127450637	-1.069115436	-0.620466692	-0.502451927	0.417160623	0.126633113	0.853597484	-0.699937679	-1.943170084	0.181844048	-0.882728986	-1.054072617	-2.13E-02	0.672525192	0.931380276	0.696792832	-0.118092042	-1.374007103	0.677864076	-0.913637642	7.91E-02	0.621373799	-0.169536266	0.962273942	-0.469015108	-1.579720493	1.373789182	1.724425721	1.410014819	2.099387175	1.726594104	1.834789953	1.136958908	-1.548588373	0.950921288	0.81615675	1.615999491	-0.500208185	1.264031675	-0.462906219	-0.379102645	-0.427583928	-1.794209655	-4.23E-02	-0.402270973	-0.276389419	-0.418962898
1234	-0.408260878	0.210606505	-0.674831795	-0.264814284	-0.447697024	-0.586373344	-0.2280383	0.172878579	-1.576001709	0.836445615	1.775927867	0.112161774	0.117989618	-0.422287033	0.223131985	-1.339679192	-2.005113379	-1.262075652	-0.916738956	-5.73E-02	0.548165341	1.329390116	-1.065218998	-1.189271775	0.181306382	-0.11515101	4.25E-02	0.554950451	1.545587701	1.331304278	1.226315567	8.57E-02	-0.110516145	0.567890142	-7.26E-02	-0.205510379	0.699246591	-0.173650509	-0.318525728	-1.311194753	-1.396220596	0.4501602	1.527470546	1.215698373	1.844282081	1.453613643	1.181885552	1.486241026	0.328149321	0.373038015	0.376845124	0.58032677	-1.067372907	0.870518338	-0.719806892	0.111200739	-3.099648217	-1.870775883	-0.25177209	-0.087292254	-0.011416903	-0.10567702
1235	0.297463429	0.599550201	-1.470478689	-0.717697847	-0.905454205	-1.437137154	-0.1195969	-0.834954613	0.36020624	-0.163305267	2.212069974	1.028673525	-0.512968912	-1.286640367	-0.311050075	-3.180475104	-0.528625534	-1.658978748	-0.553657131	-1.056044896	0.739446279	0.449008241	-1.82381744	-2.752497958	-0.377544951	0.136955861	2.77E-02	0.92078631	1.140433724	0.970964774	0.430975064	0.657080578	1.43E-02	0.400430006	0.157408595	-0.537273564	3.87E-02	-0.375529924	-0.973542999	0.779537405	-0.264582615	0.355780414	1.340722319	1.597671075	0.908434177	1.713654777	0.439349299	0.230404815	0.356774773	0.544394517	0.306500999	1.57888661	0.23167347	-0.474943479	0.796042743	-0.260724393	-0.821979803	0.309570701	1.83E-02	0.476656923	0.406113686	0.4269747
1236	0.148893443	0.118386754	-0.369388516	-0.914235192	3.82E-02	-0.405006552	0.251480168	-0.228357128	0.370431477	0.122774688	0.943140446	-2.71E-02	-4.29E-02	-0.484055822	0.383329125	-2.473982317	-1.212197423	-0.342890865	-0.290572505	0.238238957	-0.709193869	0.599476178	-1.598986574	-2.02156361	0.510991795	0.143048045	-0.275188854	0.285668577	1.72897715	1.14397163	1.060392988	0.362761664	4.59E-02	0.807995282	-0.150219748	-0.6889699	1.488414912	-1.512114613	-0.491676929	-8.10E-02	-1.10708553	1.289021714	1.34145701	0.757662722	1.789613039	3.397903918	0.501136657	0.842430574	0.388606078	0.293561866	-0.823162435	-2.221577913	-1.596135215	-0.325152862	0.176026391	0.375225885	-0.659597414	-0.497295006	-0.694947557	0.440767733	-0.170856384	2.96E-02
1237	-0.157808744	0.591216568	-1.935866058	-0.197960359	-1.089690872	-2.728167235	-1.262384285	-0.977883391	-0.541967167	-0.466155525	1.411304238	0.602613709	-0.541652093	-0.958212315	8.17E-02	-1.204874766	-0.16498915	-0.322804774	-0.757013649	-0.778073828	1.060876695	0.883303424	-0.788641991	-1.827010094	0.301603797	-0.192846645	-0.241744843	-1.323969104	1.276468655	0.815820185	0.549287506	-2.50E-02	-0.487735835	0.74257632	0.135599593	-0.479936599	0.527909082	-1.590129114	-0.673831637	0.573961093	-1.046253602	1.257226026	1.73830326	1.841905123	1.344858174	2.271808451	0.7399606	1.199915982	0.944339676	-0.935512539	-7.48E-02	0.963736894	-0.381351161	0.405303417	0.236431017	0.426729497	-0.733139238	-0.52351131	0.354549354	0.835035884	0.722025944	0.574558068
1238	-0.372392514	-8.10E-02	-6.75E-02	0.538228615	-0.812043581	-1.586199	0.286266491	-9.27E-02	3.58E-02	-0.357198631	0.978852987	-0.358115553	1.254363769	0.769515489	0.558139313	-0.761331722	-2.324119722	-1.533354222	-0.950576006	-0.469685406	0.744170603	1.007376202	-2.578493314	-2.161591709	-0.504829086	-0.34323739	-0.677374161	0.760570945	1.603779036	1.200565396	1.115242186	5.71E-02	4.20E-02	0.676447095	0.286926968	-0.932300303	1.006183477	-1.666580918	-1.779681064	0.326157444	-0.719997977	0.753896907	1.155956899	1.889136306	1.247096338	1.484902463	1.250471116	-0.17144301	0.631467407	0.333755189	0.407158683	0.706246394	-1.191388687	0.346955479	-0.237410806	0.234912848	-0.807131965	-0.925848421	0.613698638	0.212050381	3.87E-02	-9.06E-02
1239	0.734053421	0.889610853	0.629908691	0.747683065	-0.608505	-1.117440618	-0.188903949	-0.811101481	1.240968671	-0.102268005	-0.150515521	1.150797792	-0.279715293	-0.901973598	0.254026521	-7.71E-02	-1.96574627	-1.226232395	-0.57938712	-1.530904973	0.49066104	0.374393424	-1.612297466	-2.781548562	0.623058115	0.134114147	0.285273058	1.460571763	1.773579937	1.174767013	1.705295525	-0.872484192	-0.81164781	1.134086708	-5.75E-02	-0.55330413	1.59025035	-0.647117749	-0.17772436	0.108979304	0.336029202	7.58E-02	0.823882794	0.639383685	1.776847586	0.885184611	1.134189301	0.702389286	-1.189945375	-6.73E-03	-0.349820029	0.568788911	-0.366647963	0.947879416	-1.016092432	-0.240300368	0.744298413	-0.301992517	-1.021800877	-1.232563348	-1.817799602	-0.539665032
1240	0.819326589	0.13951754	-1.334207536	-0.288945144	-0.720126567	-0.281078941	0.89143589	-0.562783981	0.843434608	0.979829442	0.443645832	-1.513153991	0.492445483	0.38319014	0.910153072	-2.182513713	-1.362284415	-1.732814496	-0.836547542	0.346390816	0.907451525	2.039775482	-1.007206987	-1.162834022	-1.664187539	-0.486134656	0.231050959	0.600689801	2.531385959	-0.741472218	0.766326715	-1.737116772	0.734665244	-0.505290427	-0.460735338	-0.812654522	1.183559582	-0.177885333	-0.121532627	-0.392526907	-0.759551478	0.728359039	0.674435988	0.286172401	0.901692809	1.041240929	-1.589964493	-1.244599647	0.890516996	0.522929654	1.195178895	1.121016695	-0.411997308	1.219792318	0.76409544	-0.501142084	-0.160316331	-0.916250331	8.78E-02	0.836051748	-0.582580616	0.736904765
1241	0.366396956	0.434466131	0.509131038	1.116270548	-0.792325498	-1.349331449	-0.501322178	0.151489652	7.27E-02	-2.65E-02	-0.818648759	0.942266565	0.47219163	0.086091349	0.619915043	0.294510008	-1.727099379	-1.440275023	-1.059036295	-1.632977603	0.727091563	0.88716963	-1.846468191	-2.60408759	0.823825453	-0.348858229	-0.439928958	1.16783022	0.779468013	0.317179341	0.642189069	-2.037874031	-1.345479923	0.527996032	-0.381733839	-0.982562564	-0.144005827	-1.228515369	0.464657695	0.241067919	7.75E-02	0.515637198	0.464864949	-0.485450062	4.029552502	0.115097145	0.404467594	1.61E-02	-0.225594991	0.97008552	0.5317341	0.966317141	0.437910082	0.757086444	-0.161955856	-0.45865484	0.624722668	-5.92E-02	0.310409108	0.275036797	-0.39636675	0.35381086
1242	8.15E-02	0.73359038	-0.970593731	0.217477551	-0.927537616	-2.052986289	-7.22E-03	-0.99724087	1.511412959	-1.324563761	-0.826400845	0.660017758	7.70E-02	-0.565502349	0.164153293	0.783646478	-2.246615758	-2.123893151	-0.442147884	-1.948562788	0.686576796	4.89E-02	-1.818774788	-3.317918332	0.139830709	0.4534188	-0.050459197	1.165237668	1.311841627	0.684190781	0.876623221	-1.058698578	-0.815092047	1.086218092	0.263189968	-0.285947013	0.88310167	-0.364522653	0.251916578	0.318408303	0.101792079	-0.404969933	0.903343094	0.851700807	0.920337973	0.633535384	1.801940591	0.776302428	-0.391754744	0.279840814	0.251909526	1.011599274	0.583327582	0.598256487	-5.59E-02	-0.392620106	0.624546497	0.133123007	0.55751982	0.278387993	0.639142161	4.51E-02
1243	-1.002658816	8.00E-02	-0.660305048	-0.831410503	-1.48E-02	-0.424951417	0.411261574	-7.35E-02	-1.17358507	1.578447518	1.942566715	-0.270221838	0.451175482	-0.68922428	9.65E-02	-1.226330902	-1.921438913	-2.701939796	-1.5048627	3.75E-02	9.67E-02	0.912678876	-1.372655127	-1.827349459	0.379821496	0.342960256	0.433361709	0.708694954	0.863726249	1.803174933	0.925634528	0.138155834	0.509584174	0.898163452	-0.457868172	-0.449534301	0.795875063	-0.235433334	0.693352109	-1.449423877	-1.279704196	0.921061678	-0.322522998	1.154780532	1.597302378	3.68E-02	1.101541762	1.820807014	-0.674373934	0.238482167	0.633945136	0.77152487	-0.470578114	0.429736156	0.742126326	8.87E-02	-0.754519704	-1.522480199	-1.078529218	1.031718651	4.64E-02	-0.323989706
1244	2.48E-02	0.271015645	-1.186291246	-0.629786601	-0.408067922	-0.389936064	-0.540256212	-7.99E-02	-4.690299219	0.583045933	0.196161105	-8.44E-02	0.039576555	-0.284459678	0.517567312	-1.279531559	-0.943827237	-0.425641683	-0.833598021	0.104562476	0.698055525	1.365548442	-0.471180032	-1.619386079	0.226745391	-0.811666134	-0.764115807	0.076708831	0.610311792	0.188109209	0.667208076	-0.759387614	-0.192734994	-0.11633504	-0.644389036	-1.318676085	0.217851011	-1.246471717	0.601491878	0.112209009	-0.878164999	1.045635069	1.432194775	0.759091047	1.905709218	1.18964796	1.399823968	1.228337345	0.471882835	0.829408527	1.252780762	0.71029452	0.248438295	1.273585476	6.37E-02	0.170037278	-1.32E-02	-1.236983155	0.623997604	0.656527131	-0.261603914	0.348216795
1245	0.169373666	-0.353331847	-2.243129056	-1.784789463	-0.312139431	-0.230570374	-0.907976366	0.376150313	-7.60E-02	0.541322129	1.364574995	-4.12E-02	0.454388166	0.135641247	0.754980868	-1.442985944	-0.575005214	-0.588249624	-0.199143077	0.643350615	-0.118393422	0.326501512	-8.94E-02	-1.490942717	0.883631182	-2.37333191	-1.159776557	0.440246119	0.37114422	-0.285850149	0.785354569	-2.08E-02	-3.78E-02	0.62927215	-0.734864309	-9.36E-02	4.80E-02	-9.93E-02	1.098376128	-0.294404689	-1.81728878	1.344122111	1.743799016	1.337398899	1.743354401	1.474884845	1.380475195	0.564110291	-0.152134156	-0.337205126	0.83054393	1.937457282	0.12523029	1.439751921	-1.119332731	0.368341803	-0.664989768	-2.019582469	8.17E-02	-0.6355877	-1.249239418	0.155003442
1246	-0.533143095	0.221881474	-1.463788847	-1.322131163	-0.337972931	-0.711508895	-0.438957727	-0.282198153	-1.303115201	1.552907283	2.262381685	0.439072435	-0.930712526	-0.740074838	-0.761537559	-1.760564573	-2.300572096	-0.72211	-1.791299292	0.622462664	7.84E-02	1.652786586	-0.39301126	-1.297262005	-0.472568567	-0.415045978	-0.27451205	0.171033438	-0.209922983	0.301501108	0.594863652	-0.29401481	-0.408350947	0.963429038	-0.842126807	-0.165824322	0.445690765	-0.815628894	0.354484114	0.55878449	0.145515489	0.684199464	1.207831661	0.885097879	1.87919518	1.683702584	2.420661231	1.661345966	7.03E-02	-0.587473491	-0.224975774	0.550565325	0.250354612	0.955640278	4.65E-02	-0.535012148	0.930641463	-0.646940544	-0.81658788	1.071299986	-0.523448015	-0.340147192
1247	-0.78172324	1.10476829	-0.900467521	-0.698911402	8.24E-02	8.64E-02	-0.982174918	0.299050947	-1.63701594	1.387963621	0.366036528	0.9949732	-0.345803609	-0.534694116	-0.573853376	-1.17797127	-1.392569615	-1.994312693	-1.610925161	0.621242626	-0.463399007	0.909364398	-0.937468945	-1.590756824	-0.976370057	-0.926407013	-0.125713813	-0.421471729	0.306727904	0.113280735	3.39E-02	0.593143768	-0.593834628	0.272779885	-1.082453053	-1.47061508	0.228470892	-1.235880387	0.917177186	-0.122781008	-0.902142734	0.80292628	2.08434915	0.692901924	1.423282837	9.24E-02	0.959742986	1.885955826	1.596736482	1.263327609	-0.342511895	0.272964114	-0.189937515	0.98628302	0.535251459	1.360245346	1.392572432	-1.221618638	-0.290883414	1.423194704	-0.497719015	0.932466728
1248	0.312803207	0.562782781	-2.337255534	-0.303045889	-0.277918477	-2.247028621	-0.695092632	-1.538809857	1.535683239	-0.4292333	-0.737737574	-9.52E-02	-0.750337878	-1.163309766	0.407047435	0.732662496	-0.644676462	-2.065728564	-0.70184775	-1.829889819	1.666705471	0.634297244	0.584178693	-1.618590979	1.097770419	1.216186449	-8.47E-02	1.778400602	1.727144119	0.608076236	0.908127316	-0.125399293	-0.691276868	0.41243719	1.439229711	0.136861147	1.247022677	0.216734777	-0.520891411	1.051282304	-0.195562756	-0.634957337	0.465398995	-4.17E-02	1.347314961	1.428063185	0.824708743	7.99E-02	-1.429245863	-0.126486116	-0.416908065	0.877394513	0.237631983	1.00E-01	-0.428132984	-0.780381805	-0.984550742	5.13E-02	0.768441555	0.138270378	-0.243256647	-0.454629876
1249	-0.114805232	0.513658221	7.82E-02	0.815701052	-1.128252252	-1.622120193	0.205936791	-0.98947531	0.367148183	0.202199277	-0.288349519	0.828478227	-0.279795006	-1.599999926	0.752955106	-0.611290276	-1.576842278	-1.055336156	-0.209845525	-2.31483821	0.68581166	0.841131512	-1.296330823	-3.233071837	-0.40692136	-0.729866332	-0.231584362	1.219900084	0.543022337	0.224675069	1.804233571	-1.588361776	-0.583827456	0.642565658	-0.352751857	-0.775202177	0.838018927	-1.378062522	1.084992934	0.242850224	2.22E-02	0.820669453	0.842476971	0.81390016	1.915927387	0.781256792	1.269049795	1.533226357	1.187055818	0.709029862	-1.42E-02	0.295447267	0.162280635	0.793943336	-1.90E-02	-0.383221275	-0.599453254	-0.864258908	0.35121394	0.44954994	0.183770292	0.224501155
1250	-9.94E-02	0.512350982	-0.155927627	0.241809133	-1.088355362	-2.062361453	-0.172423116	0.515142447	0.240451371	-0.164023056	1.849714082	0.974795129	-0.786016451	-0.169946754	-1.070180336	-2.594558411	-0.434815646	-0.236651786	-0.624819509	-0.875312027	0.657066049	0.72745997	-1.392449692	-2.60737886	0.184389596	-0.271773309	-1.75E-02	1.31699581	0.883115571	1.369372866	-0.643452063	-0.339453872	-0.437884769	-0.933236148	0.723400757	-0.544101818	0.419987425	-0.663642112	-1.171344124	0.710818686	-1.274605934	1.360617484	1.676930728	1.719964172	1.987857497	1.790736128	0.824580729	-3.44E-02	0.316029052	0.795494092	0.537200703	-0.717845735	-1.007315832	3.63E-02	2.07E-02	0.227274174	-0.916889233	-0.360639412	0.645489519	0.545127114	-0.132700929	0.190252438
1251	-1.39E-02	-0.283368653	-1.10387349	-0.666541625	-0.106918874	2.56E-02	-0.905515719	0.219592114	0.516749664	0.966930429	1.124065018	0.265629927	0.592392834	-0.376186149	0.123083764	-3.087689041	-1.195445797	-0.537224498	-0.513594384	0.492645669	0.294319814	0.459563363	-0.527027058	-1.892075056	0.538605551	-1.052948812	-0.966391511	0.396336846	1.022320998	0.544627082	0.573034182	-9.24E-02	-0.302837754	0.795905756	-0.810895824	0.187466054	0.7768353	0.267527904	8.24E-02	-0.52077008	-1.781515592	1.39370708	1.634699664	1.079403735	1.36850406	1.490205364	1.535005775	0.581486219	-0.620117071	0.704513674	0.394293481	1.993182884	3.01E-02	1.128511156	-1.064566471	0.140397721	0.458724415	-2.120600851	-0.3006092	-1.057218574	-1.905956075	-0.392047946
